Date,Price
2024-01-26 14:59:01.581862,157.8734149209103
2024-01-27 14:59:01.581862,166.9321402831761
2024-01-28 14:59:01.581862,172.3386651902024
2024-01-29 14:59:01.581862,165.97221849862814
2024-01-30 14:59:01.581862,163.79168501790897
2024-01-31 14:59:01.581862,162.39279787686965
2024-02-01 14:59:01.581862,163.39710788105106
2024-02-02 14:59:01.581862,172.39037702738966
2024-02-03 14:59:01.581862,170.34859520497554
2024-02-04 14:59:01.581862,175.63099813665693
2024-02-05 14:59:01.581862,156.49866657135271
2024-02-06 14:59:01.581862,163.99451222644893
2024-02-07 14:59:01.581862,173.41486853821442
2024-02-08 14:59:01.581862,162.59065273305285
2024-02-09 14:59:01.581862,162.55098485304654
2024-02-10 14:59:01.581862,164.39856062819598
